E6A55_03080,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_03085,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_03090,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_03095,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_03100,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_03105,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_03110,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_03115,"frameshifted; incomplete; partial on completegenome; missing N-terminus; Derived by automatedcomputational analysis using gene prediction method:Protein Homology.",Dispensable
E6A55_03120,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_03125,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_03130,"incomplete; partial on complete genome; missingN-terminus; Derived by automated computational analysisusing gene prediction method: Protein Homology.",Dispensable
E6A55_03135,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_03140,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_03145,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_03150,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_03155,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_03160,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_03165,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_03170,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_03175,"incomplete; partial on complete genome; missingN-terminus and C-terminus; Derived by automatedcomputational analysis using gene prediction method:Protein Homology.",Dispensable
E6A55_03180,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_03185,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_03190,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_03195,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_03200,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_03205,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_03210,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_03215,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_03220,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_03225,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_03230,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_03235,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_03240,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_03245,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_03250,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_03255,"tssA",Dispensable
E6A55_03260,"tssG",Dispensable
E6A55_03265,"tssF",Dispensable
E6A55_03270,"tssE",Dispensable
E6A55_03275,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_03280,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_03285,"tssH",Dispensable
E6A55_03290,"tssB",Dispensable
E6A55_03295,"tssC",Dispensable
E6A55_03300,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_03305,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_03310,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_03315,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_03320,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_03325,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_03330,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_03335,"tssJ",Dispensable
E6A55_03340,"tssK",Dispensable
E6A55_03345,"tssL",Dispensable
E6A55_03350,"tssM",Dispensable
E6A55_03355,"incomplete; partial on complete genome; missingC-terminus; Derived by automated computational analysisusing gene prediction method: Protein Homology.",Dispensable
E6A55_03360,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_03365,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_03370,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_03375,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_03380,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_03385,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_03390,"catalyzes the formation of acetyl phosphate fromacetyl-CoA and phosphate; can also act with othershort-chain acyl-CoAs; frameshifted; incomplete; partial oncomplete genome; missing N-terminus; Derived by automatedcomputational analysis using gene prediction method:Protein Homology.",Dispensable
E6A55_03395,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_03400,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_03405,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_03410,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_03415,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_03420,"modB",Dispensable
E6A55_03425,"modA",Dispensable
E6A55_03430,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_03435,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_03440,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_03445,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_03450,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_03455,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_03460,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_03465,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_03470,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_03475,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_03480,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_03485,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_03490,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_03495,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_03500,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_03505,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_03510,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_03515,"hutU",Dispensable
E6A55_03520,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_03525,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_03530,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_03535,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_03540,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_03545,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_03550,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_03555,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_03560,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_03565,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_03570,"groL",Dispensable
E6A55_03575,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_03580,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_03585,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_03590,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_03595,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_03600,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_03605,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_03610,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_03615,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_03620,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_03625,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_03630,"cpaB",Dispensable
E6A55_03635,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_03640,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_03645,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_03650,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_03655,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_03660,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_03665,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_03670,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_03675,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_03680,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_03685,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_03690,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_03695,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_03700,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_03705,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_03710,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_03715,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_03720,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_03725,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_03730,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_03735,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_03740,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_03745,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_03750,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_03755,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_03760,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_03765,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_03770,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Essential
E6A55_03775,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_03780,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_03785,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_03790,"glnK",Dispensable
E6A55_03795,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_03800,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_03805,"trxB",Dispensable
E6A55_03810,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_03815,"Derived by automated computational analysis usinggene prediction method: GeneMarkS-2+.",Dispensable
E6A55_03820,"lolA",Dispensable
E6A55_03825,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_03830,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_03835,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_03840,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_03845,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_03850,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_03855,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_03860,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_03865,"serS",Essential
E6A55_03875,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_03880,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_03885,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_03890,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_03895,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_03900,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_03905,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_03910,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_03915,"cphA",Dispensable
E6A55_03920,"cphA",Dispensable
E6A55_03925,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_03930,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_03935,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_03940,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_03945,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_03950,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_03955,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_03960,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_03965,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_03970,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_03980,"gph",Dispensable
E6A55_03985,"ubiG",Dispensable
E6A55_03990,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_03995,"gyrA",Dispensable
E6A55_04000,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_04005,"serC",Dispensable
E6A55_04010,"pheA",Dispensable
E6A55_04015,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_04020,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_04025,"aroA",Dispensable
E6A55_04030,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_04035,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Essential
E6A55_04040,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_04045,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_04050,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_04055,"lapB",Dispensable
E6A55_04060,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_04065,"rfaE1",Dispensable
E6A55_04070,"rfaD",Dispensable
E6A55_04075,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_04080,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_04085,"cysM",Dispensable
E6A55_04090,"mltB",Dispensable
E6A55_04095,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_04100,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_04105,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_04110,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_04115,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_04120,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_04125,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_04130,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_04135,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_04140,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_04145,"incomplete; partial on complete genome; missingC-terminus; Derived by automated computational analysisusing gene prediction method: Protein Homology.",Dispensable
E6A55_04150,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_04155,"Derived by automated computational analysis usinggene prediction method: GeneMarkS-2+.",Dispensable
E6A55_04160,"Derived by automated computational analysis usinggene prediction method: GeneMarkS-2+.",Dispensable
E6A55_04165,"Derived by automated computational analysis usinggene prediction method: GeneMarkS-2+.",Dispensable
E6A55_04170,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_04175,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_04180,"Derived by automated computational analysis usinggene prediction method: GeneMarkS-2+.",Dispensable
E6A55_04185,"Derived by automated computational analysis usinggene prediction method: GeneMarkS-2+.",Dispensable
E6A55_04190,"Derived by automated computational analysis usinggene prediction method: GeneMarkS-2+.",Dispensable
E6A55_04195,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_04200,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_04205,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_04210,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_04215,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_04220,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_04225,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_04230,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_04235,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_04240,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_04245,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_04250,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_04255,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_04260,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_04265,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_04270,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_04275,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_04280,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_04285,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_04290,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_04295,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_04300,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_04305,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_04310,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_04315,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_04320,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_04325,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_04330,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_04335,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_04340,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_04345,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_04350,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_04355,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_04360,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_04365,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_04370,"Derived by automated computational analysis usinggene prediction method: GeneMarkS-2+.",Dispensable
E6A55_04375,"Derived by automated computational analysis usinggene prediction method: GeneMarkS-2+.",Dispensable
E6A55_04380,"frameshifted; Derived by automated computationalanalysis using gene prediction method: Protein Homology.",Dispensable
E6A55_04385,"frameshifted; Derived by automated computationalanalysis using gene prediction method: Protein Homology.",Dispensable
E6A55_04390,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_04395,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_04400,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_04405,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_04410,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_04415,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_04420,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_04425,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_04430,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_04435,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_04440,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_04445,"Derived by automated computational analysis usinggene prediction method: GeneMarkS-2+.",Dispensable
E6A55_04450,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_04455,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_04460,"Derived by automated computational analysis usinggene prediction method: GeneMarkS-2+.",Dispensable
E6A55_04465,"Derived by automated computational analysis usinggene prediction method: GeneMarkS-2+.",Dispensable
E6A55_04470,"Derived by automated computational analysis usinggene prediction method: GeneMarkS-2+.",Dispensable
E6A55_04475,"Derived by automated computational analysis usinggene prediction method: GeneMarkS-2+.",Dispensable
E6A55_04480,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_04485,"Derived by automated computational analysis usinggene prediction method: GeneMarkS-2+.",Dispensable
E6A55_04490,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_04495,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_04500,"incomplete; partial on complete genome; missingN-terminus; Derived by automated computational analysisusing gene prediction method: Protein Homology.",Dispensable
E6A55_04505,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_04510,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_04515,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_04520,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_04525,"rpsP",Dispensable
E6A55_04530,"rimM",Dispensable
E6A55_04535,"trmD",Dispensable
E6A55_04540,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Essential
E6A55_04545,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_04550,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Essential
E6A55_04555,"dnaE",Dispensable
E6A55_04560,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_04565,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_04570,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_04575,"msbA",Dispensable
E6A55_04580,"waaC",Dispensable
E6A55_04585,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_04590,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_04595,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_04600,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_04605,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_04610,"rlmH",Dispensable
E6A55_04615,"rsfS",Dispensable
E6A55_04620,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_04625,"hemF",Dispensable
E6A55_04630,"purD",Dispensable
E6A55_04635,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_04640,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_04645,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_04650,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_04655,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_04660,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_04665,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_04670,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_04675,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_04680,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_04685,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_04690,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_04695,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_04700,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_04705,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_04710,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_04715,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_04720,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_04725,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_04730,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_04735,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_04740,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_04745,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_04750,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_04755,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_04760,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_04765,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_04770,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_04775,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_04780,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_04790,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_04795,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_04800,"rdgB",Dispensable
E6A55_04805,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
